age,jobtype,maritalstatus,educationlevel,indefault,hasmortgage,haspersonalloan,numcampaigncalls,priorcampaignoutcome,conversion
38,technician,single,primary,no,yes,yes,1,nonexistent,no
39,blue-collar,married,basic,no,yes,yes,1,failure,no
27,technician,single,primary,no,no,no,2,nonexistent,no
27,admin.,single,primary,no,no,no,2,failure,no
53,retired,married,primary,no,yes,no,2,nonexistent,no
45,blue-collar,married,basic,unknown,yes,no,7,nonexistent,no
36,self-employed,single,college,no,yes,no,2,success,no
38,management,married,college,no,no,no,1,nonexistent,no
50,blue-collar,divorced,primary,unknown,no,yes,2,nonexistent,no
38,technician,divorced,secondary,no,no,no,2,nonexistent,no
26,admin.,single,primary,no,yes,yes,1,nonexistent,no
35,admin.,married,college,no,yes,no,1,nonexistent,no
56,admin.,married,unknown,no,yes,no,2,nonexistent,no
37,technician,divorced,secondary,no,unknown,unknown,1,nonexistent,no
57,technician,married,secondary,no,yes,no,2,nonexistent,yes
46,housemaid,married,basic,no,no,no,1,nonexistent,no
74,retired,married,college,no,yes,yes,3,nonexistent,yes
37,entrepreneur,married,college,unknown,yes,no,1,nonexistent,no
56,admin.,married,basic,no,no,yes,2,failure,no
30,blue-collar,married,basic,no,no,no,3,nonexistent,no
40,blue-collar,single,basic,no,unknown,unknown,4,nonexistent,no
32,blue-collar,married,basic,no,no,no,2,nonexistent,no
35,admin.,married,college,no,yes,no,1,failure,no
42,technician,divorced,primary,no,yes,no,2,failure,no
49,management,divorced,basic,no,no,no,6,nonexistent,no
27,student,single,primary,no,no,yes,2,failure,no
27,services,married,college,no,no,no,1,nonexistent,no
41,blue-collar,married,basic,no,yes,yes,2,nonexistent,no
47,blue-collar,married,basic,no,unknown,unknown,1,nonexistent,no
36,services,married,primary,no,no,yes,2,nonexistent,no
40,admin.,single,college,no,yes,yes,2,nonexistent,no
31,unemployed,divorced,college,no,yes,yes,7,nonexistent,no
60,admin.,married,college,no,yes,no,2,nonexistent,yes
31,technician,single,primary,no,yes,no,4,nonexistent,no
54,blue-collar,married,basic,unknown,yes,yes,1,nonexistent,no
40,housemaid,single,college,no,no,no,3,nonexistent,no
47,management,married,college,no,yes,no,1,success,yes
43,blue-collar,married,basic,unknown,yes,yes,2,nonexistent,no
36,admin.,single,college,no,no,yes,2,nonexistent,no
41,blue-collar,divorced,basic,no,no,no,1,nonexistent,no
58,admin.,divorced,primary,no,no,no,1,nonexistent,no
35,entrepreneur,single,college,no,yes,no,5,nonexistent,no
31,blue-collar,single,basic,unknown,no,yes,2,nonexistent,no
43,services,married,primary,no,no,no,1,nonexistent,no
42,technician,divorced,secondary,no,yes,no,1,nonexistent,no
36,admin.,married,college,unknown,yes,no,11,nonexistent,no
32,admin.,married,college,no,yes,no,5,nonexistent,no
31,technician,single,secondary,no,yes,no,1,nonexistent,no
30,admin.,married,basic,no,yes,yes,1,nonexistent,no
58,admin.,married,primary,no,no,no,1,nonexistent,no
